wid,view_history,time_elapsed,trial_type,rt,responses,questions,correct,button_pressed,stimulus,block,simulation_mode,trial_id,prs,score,rewards,delays,actions,path,queries,trial_time,state_rewards,action_times,trial_index,key_press,restarts
wddc4cdf,,411318,survey-text,37647,"{""Q0"":""Aim for checking the long-term path rewards first. ""}",,,,,,,,,,,,,,,,,,,,
wddc4cdf,,571225,survey-text,158885,"{""Q0"":""Planning for the future is essential, but analyzing the short time costs is equally important. "",""Q1"":""When considering the benefits of a company compared to the salary. "",""Q2"":""Understanding the additional costs and profits. ""}",,,,,,,,,,,,,,,,,,,,
wddc4cdf,,611851,survey-text,39607,"{""Q0"":""To plan the most affordable and time based route. ""}",,,,,,,,,,,,,,,,,,,,
w2f93940,,1030111,survey-text,457595,"{""Q0"":""dont take multiple chances""}",,,,,,,,,,,,,,,,,,,,
w2f93940,,1249696,survey-text,218553,"{""Q0"":""take small risks"",""Q1"":""don't run yourself dry"",""Q2"":""gambling""}",,,,,,,,,,,,,,,,,,,,
w2f93940,,1326627,survey-text,75917,"{""Q0"":""N/A""}",,,,,,,,,,,,,,,,,,,,
w663c64a,,758937,survey-text,29028,"{""Q0"":""Only click the farthest possible nodes or the last step of each path. ""}",,,,,,,,,,,,,,,,,,,,
w663c64a,,928041,survey-text,168081,"{""Q0"":""Think long-term to make sure that you are going in the right direction."",""Q1"":""Investing money. "",""Q2"":""Sometimes investments can benefit you in the short term but are very harmful in the long term, so it is important to think of how an investment could help the long term as well. ""}",,,,,,,,,,,,,,,,,,,,
w663c64a,,1031789,survey-text,102723,"{""Q0"":""I would try and find out the total cost of each route beforehand in order to accommodate the client. ""}",,,,,,,,,,,,,,,,,,,,
wc778c38,,431967,survey-text,68619,"{""Q0"":""Look for the highest amount and once you click on a node with the highest of of +48, then head to that pathway instead of clicking on the rest of the nodes because chances are you will not be able to do better and there is not use in risking your money.""}",,,,,,,,,,,,,,,,,,,,
wc778c38,,673728,survey-text,240753,"{""Q0"":""Tell them to trust their instinct and to not get greedy in finding a better path. Going with the obvious option is sometimes as good as it gets and it is not worth risking extra money for no reward."",""Q1"":""Playing the lottery."",""Q2"":""when you win money in the lottery it can be a slippery slope to continue to play to win more and more money however this can cause you to spend more many than you won in the first place.""}",,,,,,,,,,,,,,,,,,,,
wc778c38,,705247,survey-text,30512,"{""Q0"":""To look for the best deal and not get greedy and try to risk more money to end up losing money.""}",,,,,,,,,,,,,,,,,,,,
w57f71f3,,356560,survey-text,27000,"{""Q0"":""Once you find the 48 stop clicking""}",,,,,,,,,,,,,,,,,,,,
w57f71f3,,416808,survey-text,59242,"{""Q0"":""Sometimes you have to lose money to earn more"",""Q1"":""Going into debt for school to get a good job"",""Q2"":""You have to take risks and spend money along the way in order to end up being successful""}",,,,,,,,,,,,,,,,,,,,
w57f71f3,,438915,survey-text,21101,"{""Q0"":""how to take safe risks""}",,,,,,,,,,,,,,,,,,,,
wd3f5a59,,633206,survey-text,26098,"{""Q0"":""Only click on the positive ones ""}",,,,,,,,,,,,,,,,,,,,
wd3f5a59,,813181,survey-text,178968,"{""Q0"":""Sometimes you go down the wrong path and lose a lot but you can always learn to be careful "",""Q1"":""In school you may get with he wrong people and they lead you down the wrong oath but you cn learn from your mistakes "",""Q2"":""You can always learn from your mistakes ""}",,,,,,,,,,,,,,,,,,,,
wd3f5a59,,888890,survey-text,74703,"{""Q0"":""only focus on the ones you will actually need]\n""}",,,,,,,,,,,,,,,,,,,,
w5fc86ee,,365072,survey-text,52379,"{""Q0"":""Check the destination circles and find the one with the most gain. If there are two with +48, then check each path and see which will end up gaining the most. ""}",,,,,,,,,,,,,,,,,,,,
w5fc86ee,,497253,survey-text,131164,"{""Q0"":""It is important to look at the big picture of things. One decision might seem like the wrong one or one that will be harmful, but in the long run it could be very beneficial. "",""Q1"":""When taking a step in life that seems not good at first, such as becoming a vegan. This might not be fun or easy to start, but can be very beneficial to one's health in the long run. "",""Q2"":""The beginning might seem daunting (just as the path in this game might start out by losing money) but in the end you could succeed.""}",,,,,,,,,,,,,,,,,,,,
w5fc86ee,,545699,survey-text,47437,"{""Q0"":""Try to work backwards.""}",,,,,,,,,,,,,,,,,,,,
w5cd9c0b,,317726,survey-text,19027,"{""Q0"":""go one path of clicks only""}",,,,,,,,,,,,,,,,,,,,
w5cd9c0b,,436669,survey-text,117936,"{""Q0"":""Make sure to be lucky on your clicks."",""Q1"":""Choosing the path in life."",""Q2"":""You have to look at your options and take risks.""}",,,,,,,,,,,,,,,,,,,,
w5cd9c0b,,457469,survey-text,19792,"{""Q0"":""make risks.""}",,,,,,,,,,,,,,,,,,,,
wd352b99,,370922,survey-text,40810,"{""Q0"":""You can make informed decisions based on exposing the first three nodes. It almost resembled a process of elimination.""}",,,,,,,,,,,,,,,,,,,,
wd352b99,,425096,survey-text,53143,"{""Q0"":""Short-term losses can lead to big rewards."",""Q1"":""Investing in an idea to see it to fruition."",""Q2"":""Having to lose money early on in the process, only to make it back and then some after time.""}",,,,,,,,,,,,,,,,,,,,
wd352b99,,459433,survey-text,33310,"{""Q0"":""I will use the similar process of elimination to determine the best route as quickly as possible.""}",,,,,,,,,,,,,,,,,,,,
w5902de1,,871199,survey-text,85233,"{""Q0"":""Learn the patterns of the clicks that determines where you will go instead of clicking and messing up on whether to go left or right.""}",,,,,,,,,,,,,,,,,,,,
w5902de1,,1030204,survey-text,157925,"{""Q0"":""I would tell them to watch out for patterns. Some patterns were great to learn for the clicks but if you lean on the patterns too much then they will end up being bad for you. I suppose you must take risks sometimes."",""Q1"":""Starting a new career or deciding whether or not to have a child with my partner in the future. The patterns of life could make or break me."",""Q2"":""Well, it's similar to the Web of Cash because some of the patterns I created ended up giving me a delayed starts and horrible strategies.""}",,,,,,,,,,,,,,,,,,,,
w5902de1,,1108196,survey-text,76957,"{""Q0"":""I would call and research the hotels before staying in them. Then I would examine the patterns of the where I am and how those locations may be similar in price.""}",,,,,,,,,,,,,,,,,,,,
w75914a6,,550221,survey-text,74740,"{""Q0"":""Click the dots that are farthest away to identify which path has the greatest pay off. You are trying to identify the path that pays you 48 or 24 dollars.""}",,,,,,,,,,,,,,,,,,,,
w75914a6,,779157,survey-text,227917,"{""Q0"":""It's more important to plan for the future than to concern yourself with short term decisions. It's likely that short term decisions won't affect you that negatively in the grand scheme of things."",""Q1"":""Deciding whether or not to move back in with my parents after graduation from college."",""Q2"":""Though it might be less fun than living with friends or by myself, living with my parents will help me save money for the future and could help my future trajectory.""}",,,,,,,,,,,,,,,,,,,,
w75914a6,,920921,survey-text,140744,"{""Q0"":""I will identify the cost of the cities with the airport and travel the shortest route to that city.""}",,,,,,,,,,,,,,,,,,,,
w763390c,,404362,survey-text,47586,"{""Q0"":""check long term consequences first""}",,,,,,,,,,,,,,,,,,,,
w763390c,,462036,survey-text,56665,"{""Q0"":""short term investments can lead to long term results "",""Q1"":""investing "",""Q2"":""sometimes you have to spend money to make money""}",,,,,,,,,,,,,,,,,,,,
w763390c,,513071,survey-text,50015,"{""Q0"":""the long term consequences will cost the most money ""}",,,,,,,,,,,,,,,,,,,,
w98096d5,,249327,survey-text,30679,"{""Q0"":""Use clicks on only the end number to see the long term amount""}",,,,,,,,,,,,,,,,,,,,
w98096d5,,369436,survey-text,119097,"{""Q0"":""This person can learn that their decisions in the short run may be risky but they should look towards the future to achieve a much larger goal."",""Q1"":""Choosing where to invest because from day to day you might lose money but over time you will gain a lot."",""Q2"":""It involves looking into the future to see what will you get later on and not just now.""}",,,,,,,,,,,,,,,,,,,,
w98096d5,,451187,survey-text,80732,"{""Q0"":""Look at the hotels ahead and towards the end to see which will be the least expensive overall""}",,,,,,,,,,,,,,,,,,,,
w689ac52,,343420,survey-text,43101,"{""Q0"":""I have no idea.""}",,,,,,,,,,,,,,,,,,,,
w689ac52,,456689,survey-text,112245,"{""Q0"":""It seemed random to me but maybe I wasn't paying close enough attention to the patterns of the nodes in relation to each other."",""Q1"":""I've got nothing here."",""Q2"":""Most things seem fairly random to me.""}",,,,,,,,,,,,,,,,,,,,
w689ac52,,545438,survey-text,87702,"{""Q0"":""I would take the most direct route and cross my fingers but also pay attention to any repetition.""}",,,,,,,,,,,,,,,,,,,,
w1fabb4a,,267831,survey-text,27583,"{""Q0"":""I looked for the end goals of each path, as those had the biggest loss or reward.""}",,,,,,,,,,,,,,,,,,,,
w1fabb4a,,331669,survey-text,62828,"{""Q0"":""To balance your short term goals with long term outcomes"",""Q1"":""choosing a career path"",""Q2"":""you may have to make small sacrifices at the beginning to achieve long term reward""}",,,,,,,,,,,,,,,,,,,,
w1fabb4a,,395860,survey-text,63172,"{""Q0"":""you may have to target specific places that you know may have very different outcomes to find the most efficient route""}",,,,,,,,,,,,,,,,,,,,
w78c448e,,338794,survey-text,31786,"{""Q0"":""Check the long term consequences first and only check short for the paths you are interested in\n""}",,,,,,,,,,,,,,,,,,,,
w78c448e,,404916,survey-text,65114,"{""Q0"":""Long term consequences matter more than short term."",""Q1"":""Trying to decide if the workload for a class is worth getting the credits."",""Q2"":""I have to weigh potential risks for big rewards.\n""}",,,,,,,,,,,,,,,,,,,,
w78c448e,,449111,survey-text,43187,"{""Q0"":""don't click on every dot because it takes too much time\n""}",,,,,,,,,,,,,,,,,,,,
wa002a04,,550415,survey-text,125225,"{""Q0"":""My strategy was to click the farthest nodes first to see what my ending value would be and head to the largest one. If there were two largest, then I would click the closest nodes to see what the best path would be.""}",,,,,,,,,,,,,,,,,,,,
wa002a04,,862141,survey-text,310715,"{""Q0"":""Think about the end goal. you want to look into your future and find the outcome you are most happy with. THEN try to find the easiest/most profitable way to get there."",""Q1"":""I want to be a veterinarian later in life. To do that I have to go to college. I made the decision to go to a college that wasn't the best (but still good) in favor of paying less tuition. I will still become a vet but at less cost to me."",""Q2"":""I made a sacrifice in the short-term to gain the best long-term outcome.""}",,,,,,,,,,,,,,,,,,,,
wa002a04,,1052194,survey-text,189027,"{""Q0"":""First I would visually look for the shortest route, then check the cost of the last hotel for that route, and repeat until I find the cheapest one.""}",,,,,,,,,,,,,,,,,,,,
w8cd05b0,,389558,survey-text,58449,"{""Q0"":""Just look for the highest number and the higher it got, the more money I made.""}",,,,,,,,,,,,,,,,,,,,
w8cd05b0,,550915,survey-text,160339,"{""Q0"":""I would just say go for the high mark and give it all you got."",""Q1"":""Go for the highest."",""Q2"":""I dont know how else I can answer that.""}",,,,,,,,,,,,,,,,,,,,
